id,from,to
5517,ruminant.n.01,bovid.n.01
5518,mammal.n.01,placental.n.01
5519,placental.n.01,ungulate.n.01
5520,ungulate.n.01,even-toed_ungulate.n.01
5521,even-toed_ungulate.n.01,ruminant.n.01
5522,ruminant.n.01,bovid.n.01
5523,bovid.n.01,antelope.n.01
5524,antelope.n.01,harnessed_antelope.n.01
5525,harnessed_antelope.n.01,nyala.n.02
5526,mammal.n.01,placental.n.01
5527,placental.n.01,carnivore.n.01
5528,carnivore.n.01,canine.n.02
5529,canine.n.02,dog.n.01
5530,dog.n.01,working_dog.n.01
5531,working_dog.n.01,bull_mastiff.n.01
5532,mammal.n.01,placental.n.01
5533,placental.n.01,ungulate.n.01
5534,ungulate.n.01,odd-toed_ungulate.n.01
5535,odd-toed_ungulate.n.01,equine.n.01
5536,equine.n.01,horse.n.01
5537,horse.n.01,male_horse.n.01
5538,male_horse.n.01,stallion.n.01
5539,mammal.n.01,placental.n.01
5540,placental.n.01,ungulate.n.01
5541,ungulate.n.01,even-toed_ungulate.n.01
5542,even-toed_ungulate.n.01,ruminant.n.01
5543,ruminant.n.01,bovid.n.01
5544,bovid.n.01,antelope.n.01
5545,antelope.n.01,gazelle.n.01
5546,gazelle.n.01,gazella_subgutturosa.n.01
5547,mammal.n.01,placental.n.01
5548,placental.n.01,ungulate.n.01
5549,ungulate.n.01,even-toed_ungulate.n.01
5550,even-toed_ungulate.n.01,ruminant.n.01
5551,ruminant.n.01,deer.n.01
5552,deer.n.01,fawn.n.02
5553,mammal.n.01,placental.n.01
5554,placental.n.01,aquatic_mammal.n.01
5555,aquatic_mammal.n.01,cetacean.n.01
5556,cetacean.n.01,whale.n.02
5557,whale.n.02,toothed_whale.n.01
5558,toothed_whale.n.01,dolphin.n.02
5559,dolphin.n.02,bottlenose_dolphin.n.01
5560,mammal.n.01,placental.n.01
5561,placental.n.01,rodent.n.01
5562,rodent.n.01,rat.n.01
5563,rat.n.01,pocket_rat.n.01
5564,pocket_rat.n.01,pocket_mouse.n.01
5565,pocket_mouse.n.01,plains_pocket_mouse.n.01
5566,mammal.n.01,placental.n.01
5567,placental.n.01,carnivore.n.01
5568,carnivore.n.01,feline.n.01
5569,feline.n.01,cat.n.01
5570,cat.n.01,wildcat.n.03
5571,mammal.n.01,placental.n.01
5572,placental.n.01,rodent.n.01
5573,rodent.n.01,hamster.n.01
5574,mammal.n.01,metatherian.n.01
5575,metatherian.n.01,marsupial.n.01
5576,marsupial.n.01,kangaroo.n.01
5577,kangaroo.n.01,wallaby.n.01
5578,wallaby.n.01,common_wallaby.n.01
5579,mammal.n.01,placental.n.01
5580,placental.n.01,ungulate.n.01
5581,ungulate.n.01,odd-toed_ungulate.n.01
5582,odd-toed_ungulate.n.01,equine.n.01
5583,equine.n.01,horse.n.01
5584,horse.n.01,saddle_horse.n.01
5585,saddle_horse.n.01,lippizan.n.01
5586,mammal.n.01,placental.n.01
5587,placental.n.01,ungulate.n.01
5588,ungulate.n.01,even-toed_ungulate.n.01
5589,even-toed_ungulate.n.01,ruminant.n.01
5590,ruminant.n.01,deer.n.01
5591,deer.n.01,japanese_deer.n.01
5592,mammal.n.01,placental.n.01
5593,placental.n.01,ungulate.n.01
5594,ungulate.n.01,odd-toed_ungulate.n.01
5595,odd-toed_ungulate.n.01,equine.n.01
5596,equine.n.01,horse.n.01
5597,horse.n.01,pony.n.05
5598,pony.n.05,welsh_pony.n.01
5599,mammal.n.01,placental.n.01
5600,placental.n.01,rodent.n.01
5601,rodent.n.01,mole_rat.n.02
5602,mammal.n.01,placental.n.01
5603,placental.n.01,carnivore.n.01
5604,carnivore.n.01,canine.n.02
5605,canine.n.02,dog.n.01
5606,dog.n.01,hunting_dog.n.01
5607,hunting_dog.n.01,terrier.n.01
5608,terrier.n.01,cairn.n.02
5609,mammal.n.01,placental.n.01
5610,placental.n.01,ungulate.n.01
5611,ungulate.n.01,odd-toed_ungulate.n.01
5612,odd-toed_ungulate.n.01,equine.n.01
5613,equine.n.01,horse.n.01
5614,horse.n.01,workhorse.n.02
5615,workhorse.n.02,packhorse.n.01
5616,mammal.n.01,placental.n.01
5617,placental.n.01,carnivore.n.01
5618,carnivore.n.01,procyonid.n.01
5619,procyonid.n.01,lesser_panda.n.01
5620,mammal.n.01,placental.n.01
5621,placental.n.01,rodent.n.01
5622,rodent.n.01,squirrel.n.01
5623,squirrel.n.01,american_flying_squirrel.n.01
5624,american_flying_squirrel.n.01,southern_flying_squirrel.n.01
5625,mammal.n.01,placental.n.01
5626,placental.n.01,primate.n.02
5627,primate.n.02,hominid.n.01
5628,hominid.n.01,homo.n.02
5629,homo.n.02,homo_sapiens.n.01
5630,mammal.n.01,placental.n.01
5631,placental.n.01,ungulate.n.01
5632,ungulate.n.01,even-toed_ungulate.n.01
5633,even-toed_ungulate.n.01,ruminant.n.01
5634,ruminant.n.01,bovid.n.01
5635,bovid.n.01,musk_ox.n.01
5636,mammal.n.01,placental.n.01
5637,placental.n.01,carnivore.n.01
5638,carnivore.n.01,feline.n.01
5639,feline.n.01,cat.n.01
5640,cat.n.01,domestic_cat.n.01
5641,domestic_cat.n.01,alley_cat.n.01
5642,mammal.n.01,placental.n.01
5643,placental.n.01,ungulate.n.01
5644,ungulate.n.01,odd-toed_ungulate.n.01
5645,odd-toed_ungulate.n.01,rhinoceros.n.01
5646,mammal.n.01,placental.n.01
5647,placental.n.01,primate.n.02
5648,primate.n.02,hominid.n.01
5649,hominid.n.01,homo.n.02
5650,homo.n.02,neandertal_man.n.01
5651,mammal.n.01,placental.n.01
5652,placental.n.01,aquatic_mammal.n.01
5653,aquatic_mammal.n.01,pinniped_mammal.n.01
5654,pinniped_mammal.n.01,seal.n.09
5655,seal.n.09,earless_seal.n.01
5656,earless_seal.n.01,bearded_seal.n.01
5657,mammal.n.01,placental.n.01
5658,placental.n.01,carnivore.n.01
5659,carnivore.n.01,canine.n.02
5660,canine.n.02,dog.n.01
5661,dog.n.01,hunting_dog.n.01
5662,hunting_dog.n.01,hound.n.01
5663,hound.n.01,greyhound.n.01
5664,mammal.n.01,placental.n.01
5665,placental.n.01,carnivore.n.01
5666,carnivore.n.01,viverrine.n.01
5667,viverrine.n.01,civet.n.01
5668,civet.n.01,large_civet.n.01
5669,mammal.n.01,placental.n.01
5670,placental.n.01,ungulate.n.01
5671,ungulate.n.01,odd-toed_ungulate.n.01
5672,odd-toed_ungulate.n.01,tapir.n.01
5673,tapir.n.01,malayan_tapir.n.01
5674,mammal.n.01,placental.n.01
5675,placental.n.01,ungulate.n.01
5676,ungulate.n.01,odd-toed_ungulate.n.01
5677,odd-toed_ungulate.n.01,equine.n.01
5678,equine.n.01,horse.n.01
5679,horse.n.01,eohippus.n.01
5680,mammal.n.01,placental.n.01
5681,placental.n.01,carnivore.n.01
5682,carnivore.n.01,canine.n.02
5683,canine.n.02,dog.n.01
5684,dog.n.01,hunting_dog.n.01
5685,hunting_dog.n.01,terrier.n.01
5686,terrier.n.01,airedale.n.01
5687,mammal.n.01,placental.n.01
5688,placental.n.01,carnivore.n.01
5689,carnivore.n.01,viverrine.n.01
5690,viverrine.n.01,mongoose.n.01
5691,mongoose.n.01,ichneumon.n.01
5692,mammal.n.01,placental.n.01
5693,placental.n.01,ungulate.n.01
5694,ungulate.n.01,even-toed_ungulate.n.01
5695,even-toed_ungulate.n.01,ruminant.n.01
5696,ruminant.n.01,bovid.n.01
5697,bovid.n.01,antelope.n.01
5698,antelope.n.01,harnessed_antelope.n.01
5699,mammal.n.01,placental.n.01
5700,placental.n.01,primate.n.02
5701,primate.n.02,hominid.n.01
5702,hominid.n.01,australopithecine.n.01
5703,australopithecine.n.01,australopithecus_boisei.n.01
5704,mammal.n.01,placental.n.01
5705,placental.n.01,rodent.n.01
5706,rodent.n.01,lemming.n.01
5707,lemming.n.01,pied_lemming.n.01
5708,pied_lemming.n.01,hudson_bay_collared_lemming.n.01
5709,mammal.n.01,metatherian.n.01
5710,metatherian.n.01,marsupial.n.01
5711,marsupial.n.01,kangaroo.n.01
5712,kangaroo.n.01,rat_kangaroo.n.01
5713,rat_kangaroo.n.01,potoroo.n.01
5714,mammal.n.01,placental.n.01
5715,placental.n.01,rodent.n.01
5716,rodent.n.01,dormouse.n.01
5717,mammal.n.01,placental.n.01
5718,placental.n.01,carnivore.n.01
5719,carnivore.n.01,canine.n.02
5720,canine.n.02,wolf.n.01
5721,wolf.n.01,timber_wolf.n.01
5722,mammal.n.01,placental.n.01
5723,placental.n.01,ungulate.n.01
5724,ungulate.n.01,even-toed_ungulate.n.01
5725,even-toed_ungulate.n.01,ruminant.n.01
5726,ruminant.n.01,bovid.n.01
5727,bovid.n.01,bovine.n.01
5728,bovine.n.01,cattle.n.01
5729,cattle.n.01,dairy_cattle.n.01
5730,dairy_cattle.n.01,brown_swiss.n.01
5731,mammal.n.01,placental.n.01
5732,placental.n.01,carnivore.n.01
5733,carnivore.n.01,canine.n.02
5734,canine.n.02,dog.n.01
5735,dog.n.01,working_dog.n.01
5736,working_dog.n.01,great_dane.n.01
5737,mammal.n.01,placental.n.01
5738,placental.n.01,bat.n.01
5739,bat.n.01,carnivorous_bat.n.01
5740,carnivorous_bat.n.01,vespertilian_bat.n.01
5741,vespertilian_bat.n.01,red_bat.n.01
5742,mammal.n.01,placental.n.01
5743,placental.n.01,rodent.n.01
5744,rodent.n.01,marmot.n.01
5745,marmot.n.01,groundhog.n.01
5746,mammal.n.01,placental.n.01
5747,placental.n.01,ungulate.n.01
5748,ungulate.n.01,even-toed_ungulate.n.01
5749,even-toed_ungulate.n.01,ruminant.n.01
5750,ruminant.n.01,bovid.n.01
5751,bovid.n.01,wild_sheep.n.01
5752,wild_sheep.n.01,marco_polo_sheep.n.01
5753,mammal.n.01,placental.n.01
5754,placental.n.01,cow.n.02
5755,mammal.n.01,placental.n.01
5756,placental.n.01,insectivore.n.01
5757,insectivore.n.01,shrew.n.02
5758,shrew.n.02,short-tailed_shrew.n.01
5759,mammal.n.01,placental.n.01
5760,placental.n.01,lagomorph.n.01
5761,lagomorph.n.01,leporid.n.01
5762,leporid.n.01,rabbit.n.01
5763,rabbit.n.01,wood_rabbit.n.01
5764,wood_rabbit.n.01,swamp_rabbit.n.02
5765,mammal.n.01,placental.n.01
5766,placental.n.01,primate.n.02
5767,primate.n.02,prosimian.n.01
5768,mammal.n.01,placental.n.01
5769,placental.n.01,ungulate.n.01
5770,ungulate.n.01,even-toed_ungulate.n.01
5771,even-toed_ungulate.n.01,ruminant.n.01
5772,ruminant.n.01,bovid.n.01
5773,bovid.n.01,bovine.n.01
5774,bovine.n.01,cattle.n.01
5775,cattle.n.01,cow.n.01
5776,cow.n.01,heifer.n.01
5777,mammal.n.01,placental.n.01
5778,placental.n.01,rodent.n.01
5779,rodent.n.01,marmot.n.01
5780,mammal.n.01,placental.n.01
5781,placental.n.01,carnivore.n.01
5782,carnivore.n.01,canine.n.02
5783,canine.n.02,dog.n.01
5784,dog.n.01,working_dog.n.01
5785,working_dog.n.01,shepherd_dog.n.01
5786,shepherd_dog.n.01,german_shepherd.n.01
5787,mammal.n.01,placental.n.01
5788,placental.n.01,rodent.n.01
5789,rodent.n.01,wood_rat.n.01
5790,wood_rat.n.01,vole.n.01
5791,mammal.n.01,placental.n.01
5792,placental.n.01,primate.n.02
5793,primate.n.02,ape.n.01
5794,ape.n.01,anthropoid_ape.n.01
5795,anthropoid_ape.n.01,great_ape.n.01
5796,great_ape.n.01,chimpanzee.n.01
5797,chimpanzee.n.01,central_chimpanzee.n.01
5798,mammal.n.01,placental.n.01
5799,placental.n.01,carnivore.n.01
5800,carnivore.n.01,canine.n.02
5801,canine.n.02,dog.n.01
5802,dog.n.01,hunting_dog.n.01
5803,hunting_dog.n.01,terrier.n.01
5804,terrier.n.01,wirehair.n.01
5805,mammal.n.01,placental.n.01
5806,placental.n.01,carnivore.n.01
5807,carnivore.n.01,feline.n.01
5808,feline.n.01,cat.n.01
5809,cat.n.01,domestic_cat.n.01
5810,domestic_cat.n.01,kitty.n.04
5811,mammal.n.01,placental.n.01
5812,placental.n.01,carnivore.n.01
5813,carnivore.n.01,canine.n.02
5814,canine.n.02,dog.n.01
5815,dog.n.01,spitz.n.01
5816,spitz.n.01,samoyed.n.03
5817,mammal.n.01,placental.n.01
5818,placental.n.01,bat.n.01
5819,bat.n.01,fruit_bat.n.01
5820,fruit_bat.n.01,pteropus_capestratus.n.01
5821,mammal.n.01,placental.n.01
5822,placental.n.01,bat.n.01
5823,bat.n.01,carnivorous_bat.n.01
5824,carnivorous_bat.n.01,vespertilian_bat.n.01
5825,vespertilian_bat.n.01,frosted_bat.n.01
5826,mammal.n.01,placental.n.01
5827,placental.n.01,ungulate.n.01
5828,ungulate.n.01,even-toed_ungulate.n.01
5829,even-toed_ungulate.n.01,ruminant.n.01
5830,ruminant.n.01,bovid.n.01
5831,bovid.n.01,sheep.n.01
5832,sheep.n.01,ewe.n.03
5833,mammal.n.01,placental.n.01
5834,placental.n.01,carnivore.n.01
5835,carnivore.n.01,canine.n.02
5836,canine.n.02,dog.n.01
5837,dog.n.01,working_dog.n.01
5838,working_dog.n.01,sennenhunde.n.01
5839,sennenhunde.n.01,entlebucher.n.01
5840,mammal.n.01,placental.n.01
5841,placental.n.01,primate.n.02
5842,primate.n.02,lemur.n.01
5843,lemur.n.01,woolly_indris.n.01
5844,mammal.n.01,placental.n.01
5845,placental.n.01,insectivore.n.01
5846,insectivore.n.01,tenrec.n.01
5847,tenrec.n.01,tailless_tenrec.n.01
5848,mammal.n.01,placental.n.01
5849,placental.n.01,carnivore.n.01
5850,carnivore.n.01,feline.n.01
5851,feline.n.01,cat.n.01
5852,cat.n.01,wildcat.n.03
5853,wildcat.n.03,lynx.n.02
5854,lynx.n.02,canada_lynx.n.01
5855,mammal.n.01,placental.n.01
5856,placental.n.01,carnivore.n.01
5857,carnivore.n.01,canine.n.02
5858,canine.n.02,wolf.n.01
5859,wolf.n.01,coyote.n.01
5860,coyote.n.01,coydog.n.01
5861,mammal.n.01,placental.n.01
5862,placental.n.01,carnivore.n.01
5863,carnivore.n.01,canine.n.02
5864,canine.n.02,dog.n.01
5865,dog.n.01,hunting_dog.n.01
5866,hunting_dog.n.01,sporting_dog.n.01
5867,sporting_dog.n.01,spaniel.n.01
5868,spaniel.n.01,field_spaniel.n.01
5869,mammal.n.01,placental.n.01
5870,placental.n.01,ungulate.n.01
5871,ungulate.n.01,even-toed_ungulate.n.01
5872,even-toed_ungulate.n.01,peccary.n.01
5873,peccary.n.01,white-lipped_peccary.n.01
5874,mammal.n.01,placental.n.01
5875,placental.n.01,rodent.n.01
5876,rodent.n.01,squirrel.n.01
5877,squirrel.n.01,asiatic_flying_squirrel.n.01
5878,mammal.n.01,placental.n.01
5879,placental.n.01,insectivore.n.01
5880,insectivore.n.01,mole.n.06
5881,mole.n.06,starnose_mole.n.01
5882,mammal.n.01,placental.n.01
5883,placental.n.01,carnivore.n.01
5884,carnivore.n.01,canine.n.02
5885,mammal.n.01,placental.n.01
5886,placental.n.01,carnivore.n.01
5887,carnivore.n.01,feline.n.01
5888,feline.n.01,cat.n.01
5889,cat.n.01,wildcat.n.03
5890,wildcat.n.03,sand_cat.n.01
5891,mammal.n.01,placental.n.01
5892,placental.n.01,carnivore.n.01
5893,carnivore.n.01,canine.n.02
5894,canine.n.02,dog.n.01
5895,dog.n.01,toy_dog.n.01
5896,mammal.n.01,placental.n.01
5897,placental.n.01,carnivore.n.01
5898,carnivore.n.01,canine.n.02
5899,canine.n.02,dog.n.01
5900,dog.n.01,newfoundland.n.01
5901,mammal.n.01,placental.n.01
5902,placental.n.01,ungulate.n.01
5903,ungulate.n.01,even-toed_ungulate.n.01
5904,even-toed_ungulate.n.01,ruminant.n.01
5905,ruminant.n.01,bovid.n.01
5906,bovid.n.01,bovine.n.01
5907,bovine.n.01,ox.n.02
5908,ox.n.02,asian_wild_ox.n.01
5909,asian_wild_ox.n.01,gayal.n.01
5910,mammal.n.01,placental.n.01
5911,placental.n.01,primate.n.02
5912,primate.n.02,hominid.n.01
5913,hominid.n.01,sinanthropus.n.01
5914,mammal.n.01,placental.n.01
5915,placental.n.01,edentate.n.01
5916,edentate.n.01,anteater.n.02
5917,anteater.n.02,silky_anteater.n.01
5918,mammal.n.01,placental.n.01
5919,placental.n.01,ungulate.n.01
5920,ungulate.n.01,even-toed_ungulate.n.01
5921,even-toed_ungulate.n.01,ruminant.n.01
5922,ruminant.n.01,bovid.n.01
5923,bovid.n.01,goat.n.01
5924,goat.n.01,kid.n.05
5925,mammal.n.01,placental.n.01
5926,placental.n.01,carnivore.n.01
5927,carnivore.n.01,feline.n.01
5928,feline.n.01,cat.n.01
5929,cat.n.01,wildcat.n.03
5930,wildcat.n.03,european_wildcat.n.01
5931,mammal.n.01,placental.n.01
5932,placental.n.01,ungulate.n.01
5933,ungulate.n.01,even-toed_ungulate.n.01
5934,even-toed_ungulate.n.01,ruminant.n.01
5935,ruminant.n.01,bovid.n.01
5936,bovid.n.01,sheep.n.01
5937,sheep.n.01,domestic_sheep.n.01
5938,domestic_sheep.n.01,merino.n.01
5939,mammal.n.01,placental.n.01
5940,placental.n.01,carnivore.n.01
5941,carnivore.n.01,canine.n.02
5942,canine.n.02,fox.n.01
5943,fox.n.01,vixen.n.02
5944,mammal.n.01,placental.n.01
5945,placental.n.01,primate.n.02
5946,primate.n.02,hominoid.n.01
5947,mammal.n.01,placental.n.01
5948,placental.n.01,rodent.n.01
5949,rodent.n.01,mouse.n.01
5950,mouse.n.01,field_mouse.n.02
5951,mammal.n.01,placental.n.01
5952,placental.n.01,carnivore.n.01
5953,carnivore.n.01,canine.n.02
5954,canine.n.02,dog.n.01
5955,dog.n.01,hunting_dog.n.01
5956,hunting_dog.n.01,terrier.n.01
5957,terrier.n.01,boston_bull.n.01
5958,mammal.n.01,placental.n.01
5959,placental.n.01,ungulate.n.01
5960,ungulate.n.01,even-toed_ungulate.n.01
5961,even-toed_ungulate.n.01,ruminant.n.01
5962,ruminant.n.01,bovid.n.01
5963,bovid.n.01,antelope.n.01
5964,mammal.n.01,placental.n.01
5965,placental.n.01,primate.n.02
5966,primate.n.02,monkey.n.01
5967,monkey.n.01,old_world_monkey.n.01
5968,old_world_monkey.n.01,guenon.n.01
5969,guenon.n.01,grivet.n.01
5970,mammal.n.01,placental.n.01
5971,placental.n.01,carnivore.n.01
5972,carnivore.n.01,canine.n.02
5973,canine.n.02,dog.n.01
5974,dog.n.01,working_dog.n.01
5975,working_dog.n.01,saint_bernard.n.01
5976,mammal.n.01,metatherian.n.01
5977,metatherian.n.01,marsupial.n.01
5978,marsupial.n.01,kangaroo.n.01
5979,kangaroo.n.01,wallaby.n.01
5980,wallaby.n.01,nail-tailed_wallaby.n.01
5981,mammal.n.01,placental.n.01
5982,placental.n.01,lagomorph.n.01
5983,lagomorph.n.01,leporid.n.01
5984,leporid.n.01,hare.n.01
5985,hare.n.01,european_hare.n.01
5986,mammal.n.01,placental.n.01
5987,placental.n.01,carnivore.n.01
5988,carnivore.n.01,musteline_mammal.n.01
5989,musteline_mammal.n.01,marten.n.01
5990,marten.n.01,pine_marten.n.01
5991,mammal.n.01,placental.n.01
5992,placental.n.01,edentate.n.01
5993,edentate.n.01,sloth.n.02
5994,sloth.n.02,two-toed_sloth.n.01
5995,mammal.n.01,placental.n.01
5996,placental.n.01,rodent.n.01
5997,rodent.n.01,prairie_dog.n.01
5998,mammal.n.01,placental.n.01
5999,placental.n.01,ungulate.n.01
6000,ungulate.n.01,even-toed_ungulate.n.01
6001,even-toed_ungulate.n.01,ruminant.n.01
6002,ruminant.n.01,bovid.n.01
6003,bovid.n.01,bovine.n.01
6004,bovine.n.01,brahman.n.04
6005,mammal.n.01,placental.n.01
6006,placental.n.01,ungulate.n.01
6007,ungulate.n.01,odd-toed_ungulate.n.01
6008,odd-toed_ungulate.n.01,equine.n.01
6009,equine.n.01,horse.n.01
6010,horse.n.01,racehorse.n.01
6011,racehorse.n.01,thoroughbred.n.02
6012,thoroughbred.n.02,affirmed.n.01
6013,mammal.n.01,placental.n.01
6014,placental.n.01,carnivore.n.01
6015,carnivore.n.01,canine.n.02
6016,canine.n.02,dog.n.01
6017,dog.n.01,hunting_dog.n.01
6018,hunting_dog.n.01,sporting_dog.n.01
6019,sporting_dog.n.01,spaniel.n.01
6020,spaniel.n.01,sussex_spaniel.n.01
6021,mammal.n.01,placental.n.01
6022,placental.n.01,bat.n.01
6023,bat.n.01,carnivorous_bat.n.01
6024,carnivorous_bat.n.01,vespertilian_bat.n.01
6025,vespertilian_bat.n.01,big_brown_bat.n.01
6026,mammal.n.01,placental.n.01
6027,placental.n.01,ungulate.n.01
6028,ungulate.n.01,even-toed_ungulate.n.01
6029,even-toed_ungulate.n.01,llama.n.01
6030,mammal.n.01,placental.n.01
6031,placental.n.01,carnivore.n.01
6032,carnivore.n.01,musteline_mammal.n.01
6033,musteline_mammal.n.01,skunk.n.04
6034,skunk.n.04,hog-nosed_skunk.n.01
6035,mammal.n.01,placental.n.01
6036,placental.n.01,carnivore.n.01
6037,carnivore.n.01,viverrine.n.01
6038,viverrine.n.01,civet.n.01
6039,civet.n.01,banded_palm_civet.n.01
6040,mammal.n.01,placental.n.01
6041,placental.n.01,unguiculata.n.01
6042,mammal.n.01,placental.n.01
6043,placental.n.01,ungulate.n.01
6044,ungulate.n.01,even-toed_ungulate.n.01
6045,mammal.n.01,placental.n.01
6046,placental.n.01,rodent.n.01
6047,rodent.n.01,squirrel.n.01
6048,squirrel.n.01,ground_squirrel.n.02
6049,ground_squirrel.n.02,arctic_ground_squirrel.n.01
6050,mammal.n.01,placental.n.01
6051,placental.n.01,carnivore.n.01
6052,carnivore.n.01,canine.n.02
6053,canine.n.02,fox.n.01
6054,fox.n.01,red_fox.n.03
6055,red_fox.n.03,silver_fox.n.01
6056,mammal.n.01,placental.n.01
6057,placental.n.01,ungulate.n.01
6058,ungulate.n.01,odd-toed_ungulate.n.01
6059,odd-toed_ungulate.n.01,equine.n.01
6060,equine.n.01,ass.n.03
6061,ass.n.03,domestic_ass.n.01
6062,domestic_ass.n.01,moke.n.01
6063,mammal.n.01,placental.n.01
6064,placental.n.01,primate.n.02
6065,primate.n.02,monkey.n.01
6066,monkey.n.01,new_world_monkey.n.01
6067,new_world_monkey.n.01,woolly_monkey.n.01
6068,mammal.n.01,metatherian.n.01
6069,metatherian.n.01,marsupial.n.01
6070,marsupial.n.01,kangaroo.n.01
6071,kangaroo.n.01,giant_kangaroo.n.01
6072,mammal.n.01,placental.n.01
6073,placental.n.01,bat.n.01
6074,bat.n.01,fruit_bat.n.01
6075,mammal.n.01,placental.n.01
6076,placental.n.01,ungulate.n.01
6077,ungulate.n.01,even-toed_ungulate.n.01
6078,even-toed_ungulate.n.01,ruminant.n.01
6079,ruminant.n.01,bovid.n.01
6080,bovid.n.01,sheep.n.01
6081,sheep.n.01,domestic_sheep.n.01
6082,domestic_sheep.n.01,cotswold.n.01
6083,mammal.n.01,placental.n.01
6084,placental.n.01,carnivore.n.01
6085,carnivore.n.01,canine.n.02
6086,canine.n.02,dog.n.01
6087,dog.n.01,hunting_dog.n.01
6088,hunting_dog.n.01,sporting_dog.n.01
6089,sporting_dog.n.01,retriever.n.01
6090,retriever.n.01,labrador_retriever.n.01
6091,mammal.n.01,placental.n.01
6092,placental.n.01,carnivore.n.01
6093,carnivore.n.01,canine.n.02
6094,canine.n.02,dog.n.01
6095,dog.n.01,working_dog.n.01
6096,working_dog.n.01,mastiff.n.01
6097,mastiff.n.01,tibetan_mastiff.n.01
6098,mammal.n.01,placental.n.01
6099,placental.n.01,carnivore.n.01
6100,carnivore.n.01,canine.n.02
6101,canine.n.02,dog.n.01
6102,dog.n.01,working_dog.n.01
6103,working_dog.n.01,shepherd_dog.n.01
6104,shepherd_dog.n.01,collie.n.01
6105,mammal.n.01,placental.n.01
6106,placental.n.01,primate.n.02
6107,primate.n.02,lemur.n.01
6108,lemur.n.01,angwantibo.n.01
6109,mammal.n.01,placental.n.01
6110,placental.n.01,aquatic_mammal.n.01
6111,aquatic_mammal.n.01,pinniped_mammal.n.01
6112,pinniped_mammal.n.01,seal.n.09
6113,seal.n.09,crabeater_seal.n.01
6114,mammal.n.01,placental.n.01
6115,placental.n.01,carnivore.n.01
6116,carnivore.n.01,canine.n.02
6117,canine.n.02,dog.n.01
6118,dog.n.01,working_dog.n.01
6119,working_dog.n.01,shepherd_dog.n.01
6120,mammal.n.01,placental.n.01
6121,placental.n.01,ungulate.n.01
6122,ungulate.n.01,even-toed_ungulate.n.01
6123,even-toed_ungulate.n.01,ruminant.n.01
6124,ruminant.n.01,bovid.n.01
6125,bovid.n.01,antelope.n.01
6126,antelope.n.01,blackbuck.n.01
6127,mammal.n.01,placental.n.01
6128,placental.n.01,carnivore.n.01
6129,carnivore.n.01,canine.n.02
6130,canine.n.02,dog.n.01
6131,dog.n.01,hunting_dog.n.01
6132,hunting_dog.n.01,hound.n.01
6133,hound.n.01,wolfhound.n.01
6134,wolfhound.n.01,borzoi.n.01
6135,mammal.n.01,placental.n.01
6136,placental.n.01,primate.n.02
6137,primate.n.02,lemur.n.01
6138,lemur.n.01,madagascar_cat.n.01
6139,mammal.n.01,placental.n.01
6140,placental.n.01,rodent.n.01
6141,rodent.n.01,water_rat.n.03
6142,water_rat.n.03,beaver_rat.n.01
6143,mammal.n.01,placental.n.01
6144,placental.n.01,ungulate.n.01
6145,ungulate.n.01,odd-toed_ungulate.n.01
6146,odd-toed_ungulate.n.01,equine.n.01
6147,equine.n.01,horse.n.01
6148,horse.n.01,mesohippus.n.01
6149,mammal.n.01,placental.n.01
6150,placental.n.01,carnivore.n.01
6151,carnivore.n.01,canine.n.02
6152,canine.n.02,wolf.n.01
6153,wolf.n.01,white_wolf.n.01
6154,mammal.n.01,placental.n.01
6155,placental.n.01,carnivore.n.01
6156,carnivore.n.01,bear.n.01
6157,mammal.n.01,metatherian.n.01
6158,metatherian.n.01,marsupial.n.01
6159,marsupial.n.01,kangaroo.n.01
6160,kangaroo.n.01,wallaby.n.01
6161,wallaby.n.01,rock_wallaby.n.01
