id,A,B
5758,tortoiseshell.n.03,mammal.n.01
5759,titi.n.03,mammal.n.01
5760,raccoon_dog.n.01,canine.n.02
5761,domestic_llama.n.01,even-toed_ungulate.n.01
5762,western_grey_squirrel.n.01,rodent.n.01
5763,flat-coated_retriever.n.01,canine.n.02
5764,harp_seal.n.01,pinniped_mammal.n.01
5765,greyhound.n.01,hound.n.01
5766,red_deer.n.01,ruminant.n.01
5767,rat_terrier.n.01,dog.n.01
5768,saiga.n.01,antelope.n.01
5769,chacma.n.01,baboon.n.01
5770,weasel.n.02,placental.n.01
5771,swamp_rabbit.n.02,lagomorph.n.01
5772,merino.n.01,ruminant.n.01
5773,omaha.n.04,equine.n.01
5774,coondog.n.01,hunting_dog.n.01
5775,rat.n.01,placental.n.01
5776,malayan_tapir.n.01,placental.n.01
5777,ord_kangaroo_rat.n.01,mammal.n.01
5778,pygmy_chimpanzee.n.01,great_ape.n.01
5779,jersey.n.05,bovid.n.01
5780,chesapeake_bay_retriever.n.01,placental.n.01
5781,citation.n.06,placental.n.01
5782,harvest_mouse.n.02,placental.n.01
5783,indian_mongoose.n.01,mammal.n.01
5784,tiger_cat.n.01,cat.n.01
5785,buckskin.n.01,equine.n.01
5786,fox.n.01,carnivore.n.01
5787,setter.n.02,sporting_dog.n.01
5788,thomson's_gazelle.n.01,even-toed_ungulate.n.01
5789,atlantic_bottlenose_dolphin.n.01,whale.n.02
5790,banded_palm_civet.n.01,viverrine.n.01
5791,australian_terrier.n.01,dog.n.01
5792,percheron.n.01,odd-toed_ungulate.n.01
5793,livestock.n.01,mammal.n.01
5794,ayrshire.n.01,even-toed_ungulate.n.01
5795,coati.n.01,procyonid.n.01
5796,white_elephant.n.02,placental.n.01
5797,otter.n.02,mammal.n.01
5798,groundhog.n.01,marmot.n.01
5799,muishond.n.01,carnivore.n.01
5800,longwool.n.01,even-toed_ungulate.n.01
5801,serval.n.01,feline.n.01
5802,galloway.n.02,even-toed_ungulate.n.01
5803,horseshoe_bat.n.01,bat.n.01
5804,pithecanthropus.n.01,primate.n.02
5805,wharf_rat.n.02,placental.n.01
5806,malamute.n.01,canine.n.02
5807,mouflon.n.01,ungulate.n.01
5808,vaquita.n.01,dolphin.n.02
5809,glutton.n.02,placental.n.01
5810,mouflon.n.01,wild_sheep.n.01
5811,siamese_cat.n.01,domestic_cat.n.01
5812,grivet.n.01,primate.n.02
5813,onager.n.02,ungulate.n.01
5814,domestic_ass.n.01,ungulate.n.01
5815,cow_pony.n.01,placental.n.01
5816,american_water_shrew.n.01,mammal.n.01
5817,count_fleet.n.01,racehorse.n.01
5818,ichneumon.n.01,carnivore.n.01
5819,ant_bear.n.01,edentate.n.01
5820,tiger_cat.n.02,cat.n.01
5821,chipmunk.n.01,placental.n.01
5822,aurochs.n.02,bovine.n.01
5823,european_water_shrew.n.01,insectivore.n.01
5824,naked_mole_rat.n.01,fossorial_mammal.n.01
5825,musk_ox.n.01,ungulate.n.01
5826,norwich_terrier.n.01,hunting_dog.n.01
5827,tigress.n.01,tiger.n.02
5828,common_opossum.n.01,marsupial.n.01
5829,tortoiseshell.n.03,cat.n.01
5830,toy_spaniel.n.01,placental.n.01
5831,durham.n.02,beef.n.01
5832,vicuna.n.03,placental.n.01
5833,hog.n.03,placental.n.01
5834,rudapithecus.n.01,hominid.n.01
5835,ice_bear.n.01,placental.n.01
5836,wirehair.n.01,canine.n.02
5837,saiga.n.01,even-toed_ungulate.n.01
5838,silky_terrier.n.01,canine.n.02
5839,working_dog.n.01,carnivore.n.01
5840,dasyure.n.01,dasyurid_marsupial.n.01
5841,pademelon.n.01,kangaroo.n.01
5842,hominoid.n.01,mammal.n.01
5843,viverrine.n.01,carnivore.n.01
5844,drill.n.02,old_world_monkey.n.01
5845,large_civet.n.01,viverrine.n.01
5846,giraffe.n.01,ruminant.n.01
5847,milking_shorthorn.n.01,ungulate.n.01
5848,hinny.n.01,ungulate.n.01
5849,hognose_bat.n.01,carnivorous_bat.n.01
5850,water_buffalo.n.01,old_world_buffalo.n.01
5851,common_lynx.n.01,lynx.n.02
5852,lhasa.n.02,canine.n.02
5853,bucking_bronco.n.01,pony.n.01
5854,white_whale.n.01,cetacean.n.01
5855,old_world_porcupine.n.01,porcupine.n.01
5856,queen.n.09,fossorial_mammal.n.01
5857,tatouay.n.01,edentate.n.01
5858,bottle-nosed_whale.n.01,aquatic_mammal.n.01
5859,fur_seal.n.01,mammal.n.01
5860,typical_jerboa.n.01,placental.n.01
5861,welsh_springer_spaniel.n.01,canine.n.02
5862,cro-magnon.n.01,mammal.n.01
5863,giant_schnauzer.n.01,terrier.n.01
5864,mountain_goat.n.01,even-toed_ungulate.n.01
5865,pacer.n.02,equine.n.01
5866,toy_terrier.n.01,toy_dog.n.01
5867,procyonid.n.01,placental.n.01
5868,ratel.n.01,carnivore.n.01
5869,maltese_dog.n.01,toy_dog.n.01
5870,tarpan.n.01,ungulate.n.01
5871,gazella_subgutturosa.n.01,ungulate.n.01
5872,cavy.n.01,rodent.n.01
5873,west_highland_white_terrier.n.01,dog.n.01
5874,ocelot.n.01,mammal.n.01
5875,european_rabbit.n.01,leporid.n.01
5876,tarsius_syrichta.n.01,primate.n.02
5877,attack_dog.n.01,watchdog.n.02
5878,wood_rabbit.n.01,placental.n.01
5879,marmoset.n.01,mammal.n.01
5880,pithecanthropus.n.01,placental.n.01
5881,pteropus_hypomelanus.n.01,placental.n.01
5882,grade.n.09,bovid.n.01
5883,finback.n.01,baleen_whale.n.01
5884,wolfhound.n.01,dog.n.01
5885,silver_fox.n.01,mammal.n.01
5886,hazel_mouse.n.01,dormouse.n.01
5887,mountain_sheep.n.01,placental.n.01
5888,sand_rat.n.01,mammal.n.01
5889,cougar.n.01,feline.n.01
5890,gallant_fox.n.01,placental.n.01
5891,kerry_blue_terrier.n.01,canine.n.02
5892,swamp_rabbit.n.02,rabbit.n.01
5893,cave_myotis.n.01,mammal.n.01
5894,toy_manchester.n.01,manchester_terrier.n.01
5895,redbone.n.01,canine.n.02
5896,bearded_seal.n.01,aquatic_mammal.n.01
5897,chipmunk.n.01,mammal.n.01
5898,impala.n.01,ruminant.n.01
5899,new_world_beaver.n.01,mammal.n.01
5900,fissiped_mammal.n.01,placental.n.01
5901,shetland_sheepdog.n.01,working_dog.n.01
5902,apar.n.01,armadillo.n.01
5903,lechwe.n.01,antelope.n.01
5904,cashmere_goat.n.01,even-toed_ungulate.n.01
5905,western_pipistrel.n.01,bat.n.01
5906,australian_sea_lion.n.01,eared_seal.n.01
5907,asian_wild_ox.n.01,ox.n.02
5908,eskimo_dog.n.01,canine.n.02
5909,short-tailed_shrew.n.01,placental.n.01
5910,pomeranian.n.01,mammal.n.01
5911,giant_kangaroo.n.01,metatherian.n.01
5912,steenbok.n.01,mammal.n.01
5913,kid.n.05,ruminant.n.01
5914,bedlington_terrier.n.01,canine.n.02
5915,spotted_lynx.n.01,feline.n.01
5916,tortoiseshell.n.03,feline.n.01
5917,kob.n.01,placental.n.01
5918,seattle_slew.n.01,racehorse.n.01
5919,coyote.n.01,carnivore.n.01
5920,bassarisk.n.01,placental.n.01
5921,durham.n.02,bovine.n.01
5922,sambar.n.01,mammal.n.01
5923,crab-eating_raccoon.n.01,carnivore.n.01
5924,kangaroo_rat.n.01,rodent.n.01
5925,aberdeen_angus.n.01,even-toed_ungulate.n.01
5926,big-eared_bat.n.01,leafnose_bat.n.01
5927,border_collie.n.01,carnivore.n.01
5928,pole_horse.n.01,horse.n.01
5929,fossa.n.03,placental.n.01
5930,french_bulldog.n.01,carnivore.n.01
5931,european_hare.n.01,lagomorph.n.01
5932,blenheim_spaniel.n.01,dog.n.01
5933,kuvasz.n.01,dog.n.01
5934,atlantic_bottlenose_dolphin.n.01,placental.n.01
5935,harbor_seal.n.01,placental.n.01
5936,entellus.n.01,langur.n.01
5937,american_mink.n.01,mammal.n.01
5938,brittany_spaniel.n.01,placental.n.01
5939,blue_point_siamese.n.01,placental.n.01
5940,northern_flying_squirrel.n.01,mammal.n.01
5941,brahman.n.04,ruminant.n.01
5942,pika.n.01,mammal.n.01
5943,weasel.n.02,musteline_mammal.n.01
5944,three-year-old_horse.n.01,mammal.n.01
5945,central_chimpanzee.n.01,chimpanzee.n.01
5946,yearling.n.02,mammal.n.01
5947,barbary_ape.n.01,mammal.n.01
5948,water_dog.n.02,hunting_dog.n.01
5949,toothed_whale.n.01,cetacean.n.01
5950,pacer.n.01,placental.n.01
5951,golden_retriever.n.01,placental.n.01
5952,raccoon.n.02,placental.n.01
5953,paranthropus.n.01,primate.n.02
5954,bronco.n.01,horse.n.01
5955,irish_setter.n.01,canine.n.02
5956,bovid.n.01,ungulate.n.01
5957,kiang.n.01,odd-toed_ungulate.n.01
5958,staghound.n.01,hound.n.01
5959,carnivore.n.01,placental.n.01
5960,weasel.n.02,mammal.n.01
5961,harp_seal.n.01,earless_seal.n.01
5962,polo_pony.n.01,placental.n.01
5963,arctic_fox.n.01,canine.n.02
5964,domestic_goat.n.01,bovid.n.01
5965,long-tailed_porcupine.n.01,placental.n.01
5966,agouti.n.01,mammal.n.01
5967,milking_shorthorn.n.01,dairy_cattle.n.01
5968,sand_cat.n.01,cat.n.01
5969,solo_man.n.01,hominid.n.01
5970,tabby.n.01,mammal.n.01
5971,red_poll.n.01,even-toed_ungulate.n.01
5972,shire.n.02,horse.n.01
5973,wild_dog.n.01,canine.n.02
5974,lechwe.n.01,mammal.n.01
5975,large_poodle.n.01,poodle.n.01
5976,snake_muishond.n.01,carnivore.n.01
5977,goral.n.01,ruminant.n.01
5978,springer_spaniel.n.01,carnivore.n.01
5979,spitz.n.01,carnivore.n.01
5980,brocket.n.01,ruminant.n.01
5981,spider_monkey.n.01,primate.n.02
5982,mylodon.n.01,placental.n.01
5983,water_vole.n.02,rodent.n.01
5984,fanaloka.n.01,mammal.n.01
5985,two-year-old_horse.n.01,placental.n.01
5986,kit_fox.n.01,canine.n.02
5987,gordon_setter.n.01,hunting_dog.n.01
5988,fanaloka.n.01,civet.n.01
5989,patas.n.01,mammal.n.01
5990,mule_deer.n.01,ungulate.n.01
5991,manx.n.02,feline.n.01
5992,lynx.n.02,placental.n.01
5993,pine_marten.n.01,placental.n.01
5994,hooded_seal.n.01,earless_seal.n.01
5995,bullock.n.01,bovine.n.01
5996,bulldog.n.01,canine.n.02
5997,palomino.n.01,odd-toed_ungulate.n.01
5998,wirehair.n.01,mammal.n.01
5999,aoudad.n.01,even-toed_ungulate.n.01
6000,pronghorn.n.01,mammal.n.01
6001,english_toy_spaniel.n.01,canine.n.02
6002,curly-coated_retriever.n.01,placental.n.01
6003,chigetai.n.01,mammal.n.01
6004,warrigal.n.01,odd-toed_ungulate.n.01
6005,wild_dog.n.01,placental.n.01
6006,grasshopper_mouse.n.01,vole.n.01
6007,shepherd_dog.n.01,working_dog.n.01
6008,stalking-horse.n.04,equine.n.01
6009,plains_pocket_gopher.n.01,gopher.n.04
6010,milking_shorthorn.n.01,ruminant.n.01
6011,phenacomys.n.01,mammal.n.01
6012,longwool.n.01,mammal.n.01
6013,roe_deer.n.01,even-toed_ungulate.n.01
6014,brown_hyena.n.01,canine.n.02
6015,cheviot.n.01,placental.n.01
6016,monotreme.n.01,prototherian.n.01
6017,italian_greyhound.n.01,dog.n.01
6018,reynard.n.01,mammal.n.01
6019,guereza.n.01,old_world_monkey.n.01
6020,palomino.n.01,placental.n.01
6021,charger.n.01,horse.n.01
6022,marmoset.n.01,primate.n.02
6023,polar_hare.n.01,lagomorph.n.01
6024,barbary_ape.n.01,macaque.n.01
6025,blue_fox.n.01,mammal.n.01
6026,two-year-old_horse.n.01,racehorse.n.01
6027,red_squirrel.n.02,rodent.n.01
6028,dairy_cattle.n.01,ungulate.n.01
6029,vespertilian_bat.n.01,bat.n.01
6030,coonhound.n.01,hunting_dog.n.01
6031,european_wildcat.n.01,wildcat.n.03
6032,bedlington_terrier.n.01,terrier.n.01
6033,urial.n.01,placental.n.01
6034,jennet.n.01,placental.n.01
6035,plow_horse.n.01,horse.n.01
6036,eland.n.01,placental.n.01
6037,sand_cat.n.01,carnivore.n.01
6038,whippet.n.01,canine.n.02
6039,cow.n.01,bovid.n.01
6040,springbok.n.01,gazelle.n.01
6041,bull.n.01,bovid.n.01
6042,argali.n.01,placental.n.01
6043,milking_shorthorn.n.01,even-toed_ungulate.n.01
6044,entlebucher.n.01,dog.n.01
6045,freetail.n.01,mammal.n.01
6046,bay.n.07,placental.n.01
6047,echidna.n.01,monotreme.n.01
6048,chihuahua.n.03,carnivore.n.01
6049,pekinese.n.01,dog.n.01
6050,domestic_goat.n.01,mammal.n.01
6051,whippet.n.01,hound.n.01
6052,zoril.n.01,mammal.n.01
6053,wapiti.n.01,ruminant.n.01
6054,bonnet_macaque.n.01,primate.n.02
6055,jackrabbit.n.01,lagomorph.n.01
6056,nilgai.n.01,mammal.n.01
6057,bull_mastiff.n.01,working_dog.n.01
6058,hinny.n.01,equine.n.01
6059,rhodesian_ridgeback.n.01,dog.n.01
6060,wild_sheep.n.01,mammal.n.01
6061,ram.n.05,even-toed_ungulate.n.01
6062,sewer_rat.n.01,brown_rat.n.01
6063,fur_seal.n.01,pinniped_mammal.n.01
6064,coondog.n.01,coonhound.n.01
6065,ox.n.01,placental.n.01
6066,saber-toothed_tiger.n.01,big_cat.n.01
6067,bull.n.01,ungulate.n.01
6068,silky_pocket_mouse.n.01,mammal.n.01
6069,american_harvest_mouse.n.01,rodent.n.01
6070,meadow_vole.n.01,rodent.n.01
6071,tortoiseshell.n.03,carnivore.n.01
6072,banteng.n.01,placental.n.01
6073,australopithecus_robustus.n.01,hominid.n.01
6074,bottle-nosed_whale.n.01,beaked_whale.n.01
6075,unguiculate.n.01,placental.n.01
6076,spotted_hyena.n.01,carnivore.n.01
6077,dark_horse.n.02,horse.n.01
6078,war_admiral.n.01,odd-toed_ungulate.n.01
6079,stud.n.04,ungulate.n.01
6080,pademelon.n.01,mammal.n.01
6081,liger.n.01,placental.n.01
6082,brocket.n.01,deer.n.01
6083,borzoi.n.01,hunting_dog.n.01
6084,grevy's_zebra.n.01,ungulate.n.01
6085,red_fox.n.03,carnivore.n.01
6086,river_dolphin.n.01,toothed_whale.n.01
6087,pooch.n.01,canine.n.02
6088,pygmy_marmoset.n.01,marmoset.n.01
6089,margay.n.01,cat.n.01
6090,cheviot.n.01,domestic_sheep.n.01
6091,porker.n.01,even-toed_ungulate.n.01
6092,whirlaway.n.01,thoroughbred.n.02
6093,kanchil.n.01,ungulate.n.01
6094,coach_horse.n.01,horse.n.01
6095,anthropoid.n.02,mammal.n.01
6096,black-tailed_deer.n.01,ungulate.n.01
6097,northern_flying_squirrel.n.01,squirrel.n.01
6098,short-tailed_shrew.n.01,insectivore.n.01
6099,boxer.n.04,dog.n.01
6100,siamang.n.01,mammal.n.01
6101,old_english_sheepdog.n.01,working_dog.n.01
6102,palfrey.n.01,mammal.n.01
6103,pallid_bat.n.01,vespertilian_bat.n.01
6104,sussex_spaniel.n.01,dog.n.01
6105,mountain_beaver.n.01,rodent.n.01
6106,spaniel.n.01,carnivore.n.01
6107,fallow_deer.n.01,deer.n.01
6108,percheron.n.01,workhorse.n.02
6109,cairn.n.02,terrier.n.01
6110,tiger.n.02,feline.n.01
6111,goat_antelope.n.01,ruminant.n.01
6112,durham.n.02,cattle.n.01
6113,springbok.n.01,ruminant.n.01
6114,wild_horse.n.01,horse.n.01
6115,cynopterus_sphinx.n.01,placental.n.01
6116,wire-haired_fox_terrier.n.01,fox_terrier.n.01
6117,mylodon.n.01,edentate.n.01
6118,glutton.n.02,musteline_mammal.n.01
6119,alaska_fur_seal.n.01,eared_seal.n.01
6120,smooth-haired_fox_terrier.n.01,carnivore.n.01
6121,arabian_camel.n.01,even-toed_ungulate.n.01
6122,lechwe.n.01,ruminant.n.01
6123,hog.n.03,even-toed_ungulate.n.01
6124,langur.n.01,monkey.n.01
6125,eastern_cottontail.n.01,lagomorph.n.01
6126,rabbit.n.01,mammal.n.01
6127,squirrel.n.01,placental.n.01
6128,viscacha.n.01,rodent.n.01
6129,rock_squirrel.n.01,squirrel.n.01
6130,pygmy_chimpanzee.n.01,ape.n.01
6131,samoyed.n.03,dog.n.01
6132,cape_buffalo.n.01,placental.n.01
6133,toothed_whale.n.01,placental.n.01
6134,greyhound.n.01,carnivore.n.01
6135,bullterrier.n.01,canine.n.02
6136,american_foxhound.n.01,hunting_dog.n.01
6137,new_world_mouse.n.01,mammal.n.01
6138,crowbait.n.01,mammal.n.01
6139,keeshond.n.01,dog.n.01
6140,newfoundland.n.01,carnivore.n.01
6141,brewer's_mole.n.01,placental.n.01
6142,kitty.n.04,feline.n.01
6143,bull.n.11,mammal.n.01
6144,lakeland_terrier.n.01,placental.n.01
6145,eastern_lowland_gorilla.n.01,gorilla.n.01
6146,toy_dog.n.01,canine.n.02
6147,hog.n.03,swine.n.01
6148,working_dog.n.01,mammal.n.01
6149,whirlaway.n.01,equine.n.01
6150,ungulate.n.01,mammal.n.01
6151,norwegian_elkhound.n.01,mammal.n.01
6152,dairy_cattle.n.01,cattle.n.01
6153,grivet.n.01,old_world_monkey.n.01
6154,west_highland_white_terrier.n.01,terrier.n.01
6155,bronco.n.01,equine.n.01
6156,kaffir_cat.n.01,wildcat.n.03
6157,colobus.n.01,monkey.n.01
6158,queen.n.09,naked_mole_rat.n.01
6159,kerry_blue_terrier.n.01,dog.n.01
6160,sealyham_terrier.n.01,placental.n.01
6161,wood_mouse.n.01,mouse.n.01
6162,shetland_pony.n.01,pony.n.05
6163,belgian_hare.n.01,leporid.n.01
6164,shire.n.02,placental.n.01
6165,binturong.n.01,carnivore.n.01
6166,bobcat.n.01,wildcat.n.03
6167,takin.n.01,ruminant.n.01
6168,manchester_terrier.n.01,terrier.n.01
6169,western_big-eared_bat.n.01,carnivorous_bat.n.01
6170,ground_sloth.n.01,mammal.n.01
6171,mountain_zebra.n.01,zebra.n.01
6172,bucking_bronco.n.01,bronco.n.01
6173,pine_marten.n.01,marten.n.01
6174,pied_lemming.n.01,rodent.n.01
6175,lucy.n.01,primate.n.02
6176,earless_seal.n.01,aquatic_mammal.n.01
6177,red_bat.n.01,vespertilian_bat.n.01
6178,echidna.n.02,mammal.n.01
6179,wheel_horse.n.01,draft_horse.n.01
6180,soft-coated_wheaten_terrier.n.01,terrier.n.01
6181,terrier.n.01,dog.n.01
6182,banteng.n.01,even-toed_ungulate.n.01
6183,tiger_cub.n.01,placental.n.01
6184,manchester_terrier.n.01,dog.n.01
6185,kangaroo_mouse.n.01,rodent.n.01
6186,lapin.n.02,leporid.n.01
6187,arabian.n.02,saddle_horse.n.01
6188,entlebucher.n.01,placental.n.01
6189,false_vampire.n.01,leafnose_bat.n.01
6190,giant_eland.n.01,eland.n.01
6191,hyena.n.01,mammal.n.01
6192,miniature_schnauzer.n.01,mammal.n.01
6193,zoril.n.01,weasel.n.02
6194,hare_wallaby.n.01,kangaroo.n.01
6195,white-tailed_jackrabbit.n.01,mammal.n.01
6196,meadow_jumping_mouse.n.01,placental.n.01
6197,jennet.n.01,odd-toed_ungulate.n.01
6198,blenheim_spaniel.n.01,toy_spaniel.n.01
6199,warhorse.n.03,equine.n.01
6200,old_world_buffalo.n.01,ungulate.n.01
6201,appaloosa.n.01,equine.n.01
6202,wire-haired_fox_terrier.n.01,canine.n.02
6203,goral.n.01,placental.n.01
6204,plains_pocket_mouse.n.01,rodent.n.01
6205,argali.n.01,even-toed_ungulate.n.01
6206,proboscidean.n.01,placental.n.01
6207,burro.n.01,ungulate.n.01
6208,nonstarter.n.02,horse.n.01
6209,brocket.n.02,ruminant.n.01
6210,american_bison.n.01,ruminant.n.01
6211,dun.n.01,equine.n.01
6212,warrigal.n.01,placental.n.01
6213,pricket.n.02,ungulate.n.01
6214,dik-dik.n.01,mammal.n.01
6215,leveret.n.01,lagomorph.n.01
6216,jumping_mouse.n.01,mammal.n.01
6217,nyala.n.02,antelope.n.01
6218,beef.n.01,cattle.n.01
6219,gibbon.n.02,mammal.n.01
6220,puku.n.01,ruminant.n.01
6221,chestnut.n.06,mammal.n.01
6222,pony.n.05,horse.n.01
6223,damaraland_mole_rat.n.01,mammal.n.01
6224,sussex_spaniel.n.01,canine.n.02
6225,gorilla.n.01,placental.n.01
6226,palfrey.n.01,saddle_horse.n.01
6227,proconsul.n.03,primate.n.02
6228,rodent.n.01,placental.n.01
6229,dark_horse.n.02,equine.n.01
6230,coonhound.n.01,placental.n.01
6231,briard.n.01,canine.n.02
6232,mantled_ground_squirrel.n.01,ground_squirrel.n.02
6233,jaculus_jaculus.n.01,mammal.n.01
6234,packrat.n.02,mammal.n.01
6235,woolly_monkey.n.01,monkey.n.01
6236,flickertail.n.01,mammal.n.01
6237,raccoon_dog.n.01,mammal.n.01
6238,irish_setter.n.01,sporting_dog.n.01
6239,standard_poodle.n.01,poodle.n.01
6240,stablemate.n.01,mammal.n.01
6241,blenheim_spaniel.n.01,english_toy_spaniel.n.01
6242,ant_bear.n.01,placental.n.01
6243,war_admiral.n.01,ungulate.n.01
6244,ratel.n.01,mammal.n.01
6245,mesohippus.n.01,placental.n.01
6246,domestic_llama.n.01,ungulate.n.01
6247,clumber.n.01,dog.n.01
6248,siberian_husky.n.01,mammal.n.01
6249,nonstarter.n.02,equine.n.01
6250,beaver.n.07,rodent.n.01
6251,pipistrelle.n.01,vespertilian_bat.n.01
6252,lesser_rorqual.n.01,whale.n.02
6253,welsh_springer_spaniel.n.01,hunting_dog.n.01
6254,harnessed_antelope.n.01,placental.n.01
6255,coypu.n.01,placental.n.01
6256,bongo.n.02,even-toed_ungulate.n.01
6257,imperial_mammoth.n.01,proboscidean.n.01
6258,seal.n.09,aquatic_mammal.n.01
6259,spotted_lynx.n.01,placental.n.01
6260,beaked_whale.n.01,mammal.n.01
6261,dolphin.n.02,mammal.n.01
6262,boskop_man.n.01,hominid.n.01
6263,aegyptopithecus.n.01,hominoid.n.01
6264,central_chimpanzee.n.01,placental.n.01
6265,broadtail.n.02,domestic_sheep.n.01
6266,border_collie.n.01,dog.n.01
6267,water_buffalo.n.01,mammal.n.01
6268,jaguar.n.01,mammal.n.01
6269,black_rhinoceros.n.01,rhinoceros.n.01
6270,western_pipistrel.n.01,mammal.n.01
6271,blenheim_spaniel.n.01,placental.n.01
6272,corgi.n.01,dog.n.01
6273,workhorse.n.02,equine.n.01
6274,hog-nosed_skunk.n.01,carnivore.n.01
6275,glutton.n.02,carnivore.n.01
6276,northern_pocket_gopher.n.01,gopher.n.04
6277,asiatic_flying_squirrel.n.01,placental.n.01
6278,gopher.n.04,pocket_rat.n.01
6279,gallant_fox.n.01,equine.n.01
6280,giraffe.n.01,placental.n.01
6281,american_red_squirrel.n.01,mammal.n.01
6282,kinkajou.n.01,mammal.n.01
6283,giant_armadillo.n.01,mammal.n.01
6284,wirehair.n.01,hunting_dog.n.01
6285,gemsbok.n.01,ruminant.n.01
6286,welsh_springer_spaniel.n.01,carnivore.n.01
6287,hooded_seal.n.01,placental.n.01
6288,baboon.n.01,placental.n.01
6289,suricate.n.01,mammal.n.01
6290,pembroke.n.01,mammal.n.01
6291,mare.n.01,equine.n.01
6292,woolly_mammoth.n.01,pachyderm.n.01
6293,mangabey.n.01,primate.n.02
6294,miniature_pinscher.n.01,working_dog.n.01
6295,stirk.n.01,even-toed_ungulate.n.01
6296,banteng.n.01,bovine.n.01
6297,gee-gee.n.01,mammal.n.01
6298,skye_terrier.n.01,terrier.n.01
6299,gibbon.n.02,primate.n.02
6300,hog-nosed_skunk.n.01,mammal.n.01
6301,caribou.n.01,mammal.n.01
6302,heifer.n.01,ungulate.n.01
6303,sassaby.n.01,even-toed_ungulate.n.01
6304,napu.n.01,chevrotain.n.01
6305,chesapeake_bay_retriever.n.01,canine.n.02
6306,pacer.n.02,placental.n.01
6307,angora.n.03,rabbit.n.01
6308,wolfhound.n.01,placental.n.01
6309,alpaca.n.03,mammal.n.01
6310,cardigan.n.02,dog.n.01
6311,ibex.n.01,ungulate.n.01
6312,beagle.n.01,dog.n.01
6313,napu.n.01,ruminant.n.01
6314,lincoln.n.03,placental.n.01
6315,harness_horse.n.01,ungulate.n.01
6316,old_world_least_weasel.n.01,weasel.n.02
6317,asian_wild_ox.n.01,even-toed_ungulate.n.01
6318,entlebucher.n.01,working_dog.n.01
6319,american_foxhound.n.01,dog.n.01
6320,asiatic_shrew_mole.n.01,placental.n.01
6321,european_wood_mouse.n.01,placental.n.01
6322,western_big-eared_bat.n.01,mammal.n.01
6323,pricket.n.02,even-toed_ungulate.n.01
6324,ice_bear.n.01,carnivore.n.01
6325,malamute.n.01,carnivore.n.01
6326,tarpan.n.01,horse.n.01
6327,flying_phalanger.n.01,phalanger.n.01
6328,aardvark.n.01,mammal.n.01
6329,bunny.n.02,lagomorph.n.01
6330,clydesdale.n.01,horse.n.01
6331,pole_horse.n.02,horse.n.01
6332,burmese_cat.n.01,cat.n.01
6333,squirrel_monkey.n.01,monkey.n.01
6334,dairy_cattle.n.01,ruminant.n.01
6335,coondog.n.01,canine.n.02
6336,siamang.n.01,anthropoid_ape.n.01
6337,pouched_mole.n.01,mammal.n.01
6338,ox.n.01,bovine.n.01
6339,antelope.n.01,placental.n.01
6340,eland.n.01,antelope.n.01
6341,japanese_deer.n.01,even-toed_ungulate.n.01
6342,liver-spotted_dalmatian.n.01,placental.n.01
6343,seizure-alert_dog.n.01,placental.n.01
6344,harbor_porpoise.n.01,dolphin.n.02
6345,bull.n.01,placental.n.01
6346,argali.n.01,bovid.n.01
6347,courser.n.03,placental.n.01
6348,bullock.n.01,placental.n.01
6349,silky_pocket_mouse.n.01,rodent.n.01
6350,american_harvest_mouse.n.01,mammal.n.01
6351,angora.n.02,even-toed_ungulate.n.01
6352,silver_fox.n.01,canine.n.02
6353,banteng.n.01,ungulate.n.01
6354,stud.n.04,placental.n.01
6355,three-year-old_horse.n.01,equine.n.01
6356,vizsla.n.01,dog.n.01
6357,cow_pony.n.01,odd-toed_ungulate.n.01
6358,pole_horse.n.01,equine.n.01
6359,fossorial_mammal.n.01,mammal.n.01
6360,giant_schnauzer.n.01,dog.n.01
6361,sassaby.n.01,ruminant.n.01
6362,chestnut.n.06,placental.n.01
6363,killer_whale.n.01,whale.n.02
6364,entlebucher.n.01,carnivore.n.01
6365,fossa.n.03,mammal.n.01
6366,wild_boar.n.01,ungulate.n.01
6367,aurochs.n.02,bovid.n.01
6368,guadalupe_fur_seal.n.01,mammal.n.01
6369,african_wild_ass.n.01,wild_ass.n.01
6370,porker.n.01,swine.n.01
6371,river_otter.n.01,mammal.n.01
6372,wolverine.n.03,musteline_mammal.n.01
6373,buck.n.05,placental.n.01
6374,sir_barton.n.01,mammal.n.01
